prompt,label,label2
Let's make the email trash exploration happen! Open the bin and reveal its secrets!,Email Trash Listing,Email Trash Listing Request
"Time to give these deleted emails a second chance, can you show them to me?",Email Trash Listing,Email Trash Listing Request
Show me the emails I deleted since yesterday. Let's peek in the trash!,Email Trash Listing,Email Trash Listing Request
"Can you retrieve any emails I might have accidentally thrown away? Trash check, please!",Email Trash Listing,Email Trash Listing Request
Take me to the deleted items folder. I need to see what's there.,Email Trash Listing,Email Trash Listing Request
"Is it possible to see the emails I trashed this week? Trash history, please.",Email Trash Listing,Email Trash Listing Request
"Can you retrieve my deleted emails, please?",Email Trash Listing,Email Trash Listing Request
I want to see the emails I recently deleted.,Email Trash Listing,Email Trash Listing Request
Would you mind showing me the contents of my trash folder?,Email Trash Listing,Email Trash Listing Request
Open my trash and display the deleted messages.,Email Trash Listing,Email Trash Listing Request
Is there a way to access my deleted emails for review?,Email Trash Listing,Email Trash Listing Request
Can you help me find an email I might have accidentally deleted?,Email Trash Listing,Email Trash Listing Request
Show me the emails I trashed earlier today.,Email Trash Listing,Email Trash Listing Request
Let me see what's in my deleted items folder.,Email Trash Listing,Email Trash Listing Request
Open the trash so I can browse the deleted emails.,Email Trash Listing,Email Trash Listing Request
I'm looking for a specific email I deleted earlier. Can you help me find it?,Email Trash Listing,Email Trash Listing Request
Is there a way to search for keywords within my deleted emails?,Email Trash Listing,Email Trash Listing Request
Would you mind showing me only the deleted emails from a specific sender?,Email Trash Listing,Email Trash Listing Request
Can you filter the trash folder to show emails deleted in the last 24 hours?,Email Trash Listing,Email Trash Listing Request
Is it possible to recover any emails I permanently deleted by mistake?,Email Trash Listing,Email Trash Listing Request
"Let's take a peek at the email recycling bin, can you show it to me?",Email Trash Listing,Email Trash Listing Request
"Time to see what gems I threw away in the email trash, can you open it?",Email Trash Listing,Email Trash Listing Request
"I need your email retrieval expertise, assistant! Show me the deleted messages!",Email Trash Listing,Email Trash Listing Request
"Maybe a deleted email deserves a second chance, can you show me the trash folder?",Email Trash Listing,Email Trash Listing Request
Can you use your voice to unveil the emails I banished to the trash?,Email Trash Listing,Email Trash Listing Request
"Let's see what interesting emails are hiding in the email dustbin, shall we? Open my trash!",Email Trash Listing,Email Trash Listing Request
I need your email Jedi sorting skills to sift through deleted messages. Show me the trash!,Email Trash Listing,Email Trash Listing Request
Is it possible to use your voice to access the archive of deleted emails?,Email Trash Listing,Email Trash Listing Request
"Show me the email castaways I haven't permanently deleted yet, please.",Email Trash Listing,Email Trash Listing Request
Can you show me deleted emails with a specific keyword? Trash search needed!,Email Trash Listing,Email Trash Listing Request
Display deleted email list.,Email Trash Listing,Email Trash Listing Request
Initiate trash folder access and content retrieval.,Email Trash Listing,Email Trash Listing Request
Begin presenting list of trashed messages.,Email Trash Listing,Email Trash Listing Request
Proceed with showing deleted email details.,Email Trash Listing,Email Trash Listing Request
Activate trash folder exploration mode.,Email Trash Listing,Email Trash Listing Request
Is it possible to see the emails I deleted in the past year?,Email Trash Listing,Email Trash Listing Request
Could I possibly view my deleted messages through your assistance?,Email Trash Listing,Email Trash Listing Request
Would it be alright to use your help to access the trash folder for review?,Email Trash Listing,Email Trash Listing Request
Do you mind showing me the emails I've marked for deletion recently?,Email Trash Listing,Email Trash Listing Request
I was wondering if I could browse my deleted emails with your help.,Email Trash Listing,Email Trash Listing Request
"Hey, can you show me the emails I deleted earlier today?",Email Trash Listing,Email Trash Listing Request
"Dude, open my trash folder and let me see what's there.",Email Trash Listing,Email Trash Listing Request
"Yo, show me the emails I trashed, please.",Email Trash Listing,Email Trash Listing Request
Mind if I take a look at my trash with you real quick?,Email Trash Listing,Email Trash Listing Request
Is it cool if you use your voice to open my trash folder?,Email Trash Listing,Email Trash Listing Request
Can you show me my deleted emails?,Email Trash Listing,Email Trash Listing Request
I need to see what I trashed.,Email Trash Listing,Email Trash Listing Request
Open my trash.,Email Trash Listing,Email Trash Listing Request
Bring up my deleted items from the trash.,Email Trash Listing,Email Trash Listing Request
Show me the mail bin.,Email Trash Listing,Email Trash Listing Request
